id,login_timestamp,user_id,rtt,ip_address,country,region,city,asn,user_agent_string,browser_name_version,os_name_version,device_type,login_successful,resolution,language
17,1780653302,4,26,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
18,1780654028,4,16,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
19,1780654200,4,15,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
20,1780654201,4,15,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
21,1780654201,4,15,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
22,1780654202,4,15,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
23,1780654211,4,15,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
24,1780654261,4,5,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
25,1780654400,4,5,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
26,1780654421,4,5,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
27,1780815726,10,9,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
28,1780815747,10,9,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
29,1780816241,10,9,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
30,1780817017,10,5,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
31,1780817153,10,5,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
32,1780817330,13,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome,Mac OS X,Desktop,t,1920x1080,ko-KR
33,1780817459,13,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome,Mac OS X,Desktop,t,1920x1080,ko-KR
34,1780817463,10,7,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
35,1780817497,13,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome,Mac OS X,Desktop,t,1920x1080,ko-KR
36,1780817781,10,2,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
37,1780817787,10,2,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
38,1780817867,13,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome,Mac OS X,Desktop,t,1920x1080,ko-KR
39,1780817887,10,5,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
40,1780817973,13,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome,Mac OS X,Desktop,t,1920x1080,ko-KR
41,1780818011,13,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome,Mac OS X,Desktop,t,1920x1080,ko-KR
42,1780818022,10,4,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
43,1780818026,10,4,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
44,1780818029,10,4,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
45,1780818040,10,8,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
46,1780818131,13,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome,Mac OS X,Desktop,t,1920x1080,ko-KR
47,1780818592,10,6,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
48,1780818831,10,6,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
49,1780819232,10,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
50,1780819405,10,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
51,1780819421,10,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
52,1780819601,10,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
53,1781013304,16,10,211.36.145.1,South Korea,Seoul,Seoul,AS9318 (SK Broadband),Mozilla/5.0,Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
54,1781013862,16,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
55,1781013885,16,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
56,1781013886,16,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
57,1781013887,16,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
59,1781013889,16,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
61,1781013893,16,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
63,1781013895,16,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
58,1781013888,16,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
60,1781013892,16,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
62,1781013894,16,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
64,1781014261,17,10,211.36.145.1,South Korea,Seoul,Seoul,AS9318 (SK Broadband),Mozilla/5.0,Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
65,1781014275,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
66,1781014282,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
67,1781014286,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
68,1781014288,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
69,1781014289,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
70,1781014290,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
71,1781014291,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
72,1781014292,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
73,1781014295,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
74,1781014300,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
75,1781014303,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
76,1781014574,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
77,1781014595,17,80,219.255.207.24,South Korea,Busan,Busan,KT,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Windows 11,Desktop,t,1366x768,en-US
78,1781014619,17,300,219.255.207.24,Russia,Moscow,Moscow,Unknown,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Tor Browser,Linux,Desktop,t,800x600,ru-RU
79,1781014637,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
80,1781014638,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
81,1781014639,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
82,1781014641,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
83,1781014642,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
84,1781014643,17,10,219.255.207.24,South Korea,Seoul,Seoul,AS9318 (SK Broadband),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Chrome 120.0.0.0,Mac OS X 10.15.7,Desktop,t,1707x1067,ko-KR
85,1781014655,17,300,219.255.207.24,Russia,Moscow,Moscow,Unknown,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Tor Browser,Linux,Desktop,t,800x600,ru-RU
